Time	Input	Mod 1	Mod 2	Mod 3	
4.2916	-0.0508532	-0.0506223	-0.0509058	-0.05166205	
4.2918	-0.0508524	-0.05062236	-0.05090587	-0.05166218	
4.292	-0.0508516	-0.05062241	-0.05090595	-0.0516623	
4.2922	-0.0508508	-0.05062246	-0.05090602	-0.05166243	
4.2924	-0.05085	-0.05062251	-0.0509061	-0.05166255	
4.2926	-0.0508492	-0.05062256	-0.05090617	-0.05166268	
4.2928	-0.0508484	-0.05062262	-0.05090624	-0.0516628	
4.293	-0.0508476	-0.05062267	-0.05090632	-0.05166292	
4.2932	-0.0508468	-0.05062272	-0.05090639	-0.05166304	
4.2934	-0.050846	-0.05062277	-0.05090646	-0.05166317	
4.2936	-0.0508452	-0.05062282	-0.05090654	-0.05166329	
4.2938	-0.0508444	-0.05062288	-0.05090661	-0.05166342	
4.294	-0.0508436	-0.05062293	-0.05090668	-0.05166354	
4.2942	-0.0508428	-0.05062298	-0.05090676	-0.05166367	
4.2944	-0.050842	-0.05062303	-0.05090683	-0.05166379	
4.2946	-0.0508412	-0.05062309	-0.0509069	-0.05166391	
4.2948	-0.0508404	-0.05062314	-0.05090698	-0.05166404	
4.295	-0.0508396	-0.05062319	-0.05090705	-0.05166416	
4.2952	-0.0508388	-0.05062324	-0.05090712	-0.05166429	
4.2954	-0.050838	-0.05062329	-0.0509072	-0.05166441	
4.2956	-0.0508372	-0.05062335	-0.05090727	-0.05166453	
4.2958	-0.0508364	-0.0506234	-0.05090735	-0.05166465	
4.296	-0.0508356	-0.05062345	-0.05090742	-0.05166478	
4.2962	-0.0508348	-0.0506235	-0.05090749	-0.0516649	
4.2964	-0.050834	-0.05062355	-0.05090757	-0.05166503	
4.2966	-0.0508332	-0.05062361	-0.05090764	-0.05166515	
4.2968	-0.0508324	-0.05062366	-0.05090771	-0.05166528	
4.297	-0.0508316	-0.05062371	-0.05090779	-0.0516654	
4.2972	-0.0508308	-0.05062376	-0.05090786	-0.05166552	
4.2974	-0.05083	-0.05062382	-0.05090794	-0.05166565	
4.2976	-0.0508292	-0.05062387	-0.05090801	-0.05166577	
4.2978	-0.0508284	-0.05062392	-0.05090808	-0.05166589	
4.298	-0.0508276	-0.05062397	-0.05090816	-0.05166602	
4.2982	-0.0508268	-0.05062402	-0.05090823	-0.05166614	
4.2984	-0.050826	-0.05062408	-0.0509083	-0.05166626	
4.2986	-0.0508252	-0.05062413	-0.05090838	-0.05166639	
4.2988	-0.0508244	-0.05062418	-0.05090845	-0.05166651	
4.299	-0.0508236	-0.05062423	-0.05090852	-0.05166664	
4.2992	-0.0508228	-0.05062428	-0.0509086	-0.05166676	
4.2994	-0.050822	-0.05062434	-0.05090867	-0.05166688	
4.2996	-0.0508212	-0.05062439	-0.05090874	-0.05166701	
4.2998	-0.0508204	-0.05062444	-0.05090882	-0.05166713	
4.3	-0.0508196	-0.05062449	-0.05090889	-0.05166725	
4.3002	-0.0508188	-0.05062455	-0.05090896	-0.05166738	
4.3004	-0.050818	-0.0506246	-0.05090904	-0.0516675	
4.3006	-0.0508172	-0.05062465	-0.05090911	-0.05166763	
4.3008	-0.0508164	-0.0506247	-0.05090919	-0.05166775	
4.301	-0.0508156	-0.05062475	-0.05090926	-0.05166787	
4.3012	-0.0508148	-0.05062481	-0.05090933	-0.051668	
4.3014	-0.050814	-0.05062486	-0.05090941	-0.05166812	
4.3016	-0.0508132	-0.05062491	-0.05090948	-0.05166825	
4.3018	-0.0508124	-0.05062496	-0.05090955	-0.05166837	
4.302	-0.0508116	-0.05062502	-0.05090963	-0.05166849	
4.3022	-0.0508108	-0.05062507	-0.0509097	-0.05166861	
4.3024	-0.05081	-0.05062512	-0.05090978	-0.05166874	
4.3026	-0.0508092	-0.05062517	-0.05090985	-0.05166886	
4.3028	-0.0508084	-0.05062522	-0.05090992	-0.05166899	
4.303	-0.0508076	-0.05062528	-0.05091	-0.05166911	
4.3032	-0.0508068	-0.05062533	-0.05091007	-0.05166923	
4.3034	-0.050806	-0.05062538	-0.05091014	-0.05166936	
4.3036	-0.0508052	-0.05062543	-0.05091022	-0.05166948	
4.3038	-0.0508044	-0.05062548	-0.05091029	-0.05166961	
4.304	-0.0508036	-0.05062554	-0.05091036	-0.05166973	
4.3042	-0.0508028	-0.05062559	-0.05091044	-0.05166985	
4.3044	-0.050802	-0.05062564	-0.05091051	-0.05166997	
4.3046	-0.0508012	-0.05062569	-0.05091058	-0.0516701	
4.3048	-0.0508004	-0.05062575	-0.05091066	-0.05167022	
4.305	-0.0507996	-0.0506258	-0.05091073	-0.05167035	
4.3052	-0.0507988	-0.05062585	-0.0509108	-0.05167047	
4.3054	-0.050798	-0.0506259	-0.05091088	-0.05167059	
4.3056	-0.0507972	-0.05062595	-0.05091095	-0.05167072	
4.3058	-0.0507964	-0.05062601	-0.05091102	-0.05167084	
4.306	-0.0507956	-0.05062606	-0.0509111	-0.05167096	
4.3062	-0.0507948	-0.05062611	-0.05091117	-0.05167109	
4.3064	-0.050794	-0.05062616	-0.05091125	-0.05167121	
4.3066	-0.0507932	-0.05062621	-0.05091132	-0.05167133	
4.3068	-0.0507924	-0.05062627	-0.05091139	-0.05167146	
4.307	-0.0507916	-0.05062632	-0.05091147	-0.05167158	
4.3072	-0.0507908	-0.05062637	-0.05091154	-0.05167171	
4.3074	-0.05079	-0.05062642	-0.05091161	-0.05167183	
4.3076	-0.0507892	-0.05062648	-0.05091169	-0.05167195	
4.3078	-0.0507884	-0.05062653	-0.05091176	-0.05167207	
4.308	-0.0507876	-0.05062658	-0.05091184	-0.0516722	
4.3082	-0.0507868	-0.05062663	-0.05091191	-0.05167232	
4.3084	-0.050786	-0.05062668	-0.05091198	-0.05167245	
4.3086	-0.0507852	-0.05062674	-0.05091206	-0.05167257	
4.3088	-0.0507844	-0.05062679	-0.05091213	-0.05167269	
4.309	-0.0507836	-0.05062684	-0.0509122	-0.05167282	
4.3092	-0.0507828	-0.05062689	-0.05091228	-0.05167294	
4.3094	-0.050782	-0.05062694	-0.05091235	-0.05167307	
4.3096	-0.0507812	-0.050627	-0.05091242	-0.05167319	
4.3098	-0.0507804	-0.05062705	-0.0509125	-0.05167331	
4.31	-0.0507796	-0.0506271	-0.05091257	-0.05167343	
4.3102	-0.0507788	-0.05062715	-0.05091264	-0.05167356	
4.3104	-0.050778	-0.05062721	-0.05091272	-0.05167368	
4.3106	-0.0507772	-0.05062726	-0.05091279	-0.05167381	
4.3108	-0.0507764	-0.05062731	-0.05091286	-0.05167393	
4.311	-0.0507756	-0.05062736	-0.05091294	-0.05167405	
4.3112	-0.0507748	-0.05062741	-0.05091301	-0.05167418	
4.3114	-0.050774	-0.05062747	-0.05091308	-0.0516743	
4.3116	-0.0507732	-0.05062752	-0.05091316	-0.05167442	
4.3118	-0.0507724	-0.05062757	-0.05091323	-0.05167454	
4.312	-0.0507716	-0.05062762	-0.0509133	-0.05167467	
4.3122	-0.0507708	-0.05062767	-0.05091338	-0.05167479	
4.3124	-0.05077	-0.05062773	-0.05091345	-0.05167492	
4.3126	-0.0507692	-0.05062778	-0.05091353	-0.05167504	
4.3128	-0.0507684	-0.05062783	-0.0509136	-0.05167516	
4.313	-0.0507676	-0.05062788	-0.05091367	-0.05167529	
4.3132	-0.0507668	-0.05062794	-0.05091375	-0.05167541	
4.3134	-0.050766	-0.05062799	-0.05091382	-0.05167554	
4.3136	-0.0507652	-0.05062804	-0.05091389	-0.05167566	
4.3138	-0.0507644	-0.05062809	-0.05091397	-0.05167578	
4.314	-0.0507636	-0.05062814	-0.05091404	-0.0516759	
4.3142	-0.0507628	-0.0506282	-0.05091411	-0.05167603	
4.3144	-0.050762	-0.05062825	-0.05091419	-0.05167615	
4.3146	-0.0507612	-0.0506283	-0.05091426	-0.05167627	
4.3148	-0.0507604	-0.05062835	-0.05091434	-0.0516764	
4.315	-0.0507596	-0.05062841	-0.05091441	-0.05167652	
4.3152	-0.0507588	-0.05062846	-0.05091448	-0.05167665	
4.3154	-0.050758	-0.05062851	-0.05091456	-0.05167677	
4.3156	-0.0507572	-0.05062856	-0.05091463	-0.05167689	
4.3158	-0.0507564	-0.05062861	-0.0509147	-0.05167701	
4.316	-0.0507556	-0.05062867	-0.05091478	-0.05167714	
4.3162	-0.0507548	-0.05062872	-0.05091485	-0.05167726	
4.3164	-0.050754	-0.05062877	-0.05091492	-0.05167739	
4.3166	-0.0507532	-0.05062882	-0.050915	-0.05167751	
4.3168	-0.0507524	-0.05062887	-0.05091507	-0.05167763	
4.317	-0.0507516	-0.05062893	-0.05091514	-0.05167776	
4.3172	-0.0507508	-0.05062898	-0.05091522	-0.05167788	
4.3174	-0.05075	-0.05062903	-0.05091529	-0.051678	
4.3176	-0.0507492	-0.05062908	-0.05091536	-0.05167812	
4.3178	-0.0507484	-0.05062914	-0.05091544	-0.05167825	
4.318	-0.0507476	-0.05062919	-0.05091551	-0.05167837	
4.3182	-0.0507468	-0.05062924	-0.05091558	-0.0516785	
4.3184	-0.050746	-0.05062929	-0.05091566	-0.05167862	
4.3186	-0.0507452	-0.05062934	-0.05091573	-0.05167874	
4.3188	-0.0507444	-0.0506294	-0.0509158	-0.05167887	
4.319	-0.0507436	-0.05062945	-0.05091588	-0.05167899	
4.3192	-0.0507428	-0.0506295	-0.05091595	-0.05167911	
4.3194	-0.050742	-0.05062955	-0.05091602	-0.05167923	
4.3196	-0.0507412	-0.0506296	-0.0509161	-0.05167936	
4.3198	-0.0507404	-0.05062966	-0.05091617	-0.05167948	
4.32	-0.0507396	-0.05062971	-0.05091625	-0.05167961	
4.3202	-0.0507388	-0.05062976	-0.05091632	-0.05167973	
4.3204	-0.050738	-0.05062981	-0.05091639	-0.05167985	
4.3206	-0.0507372	-0.05062986	-0.05091647	-0.05167998	
4.3208	-0.0507364	-0.05062991	-0.05091654	-0.0516801	
4.321	-0.0507356	-0.05062997	-0.05091661	-0.05168022	
4.3212	-0.0507348	-0.05063002	-0.05091669	-0.05168035	
4.3214	-0.050734	-0.05063007	-0.05091676	-0.05168047	
4.3216	-0.0507332	-0.05063012	-0.05091683	-0.05168059	
4.3218	-0.0507324	-0.05063017	-0.05091691	-0.05168072	
4.322	-0.0507316	-0.05063023	-0.05091698	-0.05168084	
4.3222	-0.0507308	-0.05063028	-0.05091706	-0.05168096	
4.3224	-0.05073	-0.05063033	-0.05091713	-0.05168109	
4.3226	-0.0507292	-0.05063038	-0.0509172	-0.05168121	
4.3228	-0.0507284	-0.05063044	-0.05091728	-0.05168133	
4.323	-0.0507276	-0.05063049	-0.05091735	-0.05168146	
4.3232	-0.0507268	-0.05063054	-0.05091742	-0.05168158	
4.3234	-0.050726	-0.05063059	-0.0509175	-0.0516817	
4.3236	-0.0507252	-0.05063064	-0.05091757	-0.05168182	
4.3238	-0.0507244	-0.0506307	-0.05091764	-0.05168195	
4.324	-0.0507236	-0.05063075	-0.05091771	-0.05168207	
4.3242	-0.0507228	-0.0506308	-0.05091779	-0.0516822	
4.3244	-0.050722	-0.05063085	-0.05091786	-0.05168232	
4.3246	-0.0507212	-0.0506309	-0.05091793	-0.05168244	
4.3248	-0.0507204	-0.05063096	-0.05091801	-0.05168257	
4.325	-0.0507196	-0.05063101	-0.05091808	-0.05168269	
4.3252	-0.0507188	-0.05063106	-0.05091815	-0.05168281	
4.3254	-0.050718	-0.05063111	-0.05091823	-0.05168293	
4.3256	-0.0507172	-0.05063117	-0.0509183	-0.05168306	
4.3258	-0.0507164	-0.05063122	-0.05091838	-0.05168318	
4.326	-0.0507156	-0.05063127	-0.05091845	-0.0516833	
4.3262	-0.0507148	-0.05063132	-0.05091852	-0.05168343	
4.3264	-0.050714	-0.05063137	-0.0509186	-0.05168355	
4.3266	-0.0507132	-0.05063143	-0.05091867	-0.05168368	
4.3268	-0.0507124	-0.05063148	-0.05091874	-0.0516838	
4.327	-0.0507116	-0.05063153	-0.05091882	-0.05168392	
4.3272	-0.0507108	-0.05063158	-0.05091889	-0.05168404	
4.3274	-0.05071	-0.05063163	-0.05091896	-0.05168417	
4.3276	-0.0507092	-0.05063169	-0.05091904	-0.05168429	
4.3278	-0.0507084	-0.05063174	-0.05091911	-0.05168441	
4.328	-0.0507076	-0.05063179	-0.05091918	-0.05168454	
4.3282	-0.0507068	-0.05063184	-0.05091926	-0.05168466	
4.3284	-0.050706	-0.0506319	-0.05091933	-0.05168478	
4.3286	-0.0507052	-0.05063195	-0.05091941	-0.0516849	
4.3288	-0.0507044	-0.050632	-0.05091948	-0.05168503	
4.329	-0.0507036	-0.05063205	-0.05091955	-0.05168515	
4.3292	-0.0507028	-0.0506321	-0.05091963	-0.05168528	
4.3294	-0.050702	-0.05063216	-0.0509197	-0.0516854	
4.3296	-0.0507012	-0.05063221	-0.05091977	-0.05168552	
4.3298	-0.0507004	-0.05063226	-0.05091985	-0.05168565	
4.33	-0.0506996	-0.05063231	-0.05091992	-0.05168577	
4.3302	-0.0506988	-0.05063237	-0.05091999	-0.05168589	
4.3304	-0.050698	-0.05063242	-0.05092007	-0.05168601	
4.3306	-0.0506972	-0.05063247	-0.05092014	-0.05168614	
4.3308	-0.0506964	-0.05063252	-0.05092021	-0.05168626	
4.331	-0.0506956	-0.05063257	-0.05092029	-0.05168638	
4.3312	-0.0506948	-0.05063262	-0.05092036	-0.05168651	
4.3314	-0.050694	-0.05063267	-0.05092043	-0.05168663	
4.3316	-0.0506932	-0.05063273	-0.05092051	-0.05168675	
4.3318	-0.0506924	-0.05063278	-0.05092058	-0.05168688	
4.332	-0.0506916	-0.05063283	-0.05092065	-0.051687	
4.3322	-0.0506908	-0.05063288	-0.05092072	-0.05168712	
4.3324	-0.05069	-0.05063294	-0.0509208	-0.05168724	
4.3326	-0.0506892	-0.05063299	-0.05092087	-0.05168737	
4.3328	-0.0506884	-0.05063304	-0.05092094	-0.05168749	
4.333	-0.0506876	-0.05063309	-0.05092102	-0.05168762	
4.3332	-0.0506868	-0.05063314	-0.05092109	-0.05168774	
4.3334	-0.050686	-0.0506332	-0.05092117	-0.05168786	
4.3336	-0.0506852	-0.05063325	-0.05092124	-0.05168799	
4.3338	-0.0506844	-0.0506333	-0.05092131	-0.05168811	
4.334	-0.0506836	-0.05063335	-0.05092139	-0.05168823	
4.3342	-0.0506828	-0.0506334	-0.05092146	-0.05168835	
4.3344	-0.050682	-0.05063346	-0.05092153	-0.05168848	
4.3346	-0.0506812	-0.05063351	-0.05092161	-0.0516886	
4.3348	-0.0506804	-0.05063356	-0.05092168	-0.05168872	
4.335	-0.0506796	-0.05063361	-0.05092175	-0.05168885	
4.3352	-0.0506788	-0.05063367	-0.05092183	-0.05168897	
4.3354	-0.050678	-0.05063372	-0.0509219	-0.05168909	
4.3356	-0.0506772	-0.05063377	-0.05092197	-0.05168922	
4.3358	-0.0506764	-0.05063382	-0.05092205	-0.05168934	
4.336	-0.0506756	-0.05063387	-0.05092212	-0.05168946	
4.3362	-0.0506748	-0.05063393	-0.05092219	-0.05168958	
4.3364	-0.050674	-0.05063398	-0.05092227	-0.05168971	
4.3366	-0.0506732	-0.05063403	-0.05092234	-0.05168983	
4.3368	-0.0506724	-0.05063408	-0.05092241	-0.05168995	
4.337	-0.0506716	-0.05063413	-0.05092249	-0.05169008	
4.3372	-0.0506708	-0.05063419	-0.05092256	-0.0516902	
4.3374	-0.05067	-0.05063424	-0.05092264	-0.05169032	
4.3376	-0.0506692	-0.05063429	-0.05092271	-0.05169044	
4.3378	-0.0506684	-0.05063434	-0.05092278	-0.05169057	
4.338	-0.0506676	-0.0506344	-0.05092286	-0.05169069	
4.3382	-0.0506668	-0.05063445	-0.05092293	-0.05169081	
4.3384	-0.050666	-0.0506345	-0.050923	-0.05169094	
4.3386	-0.0506652	-0.05063455	-0.05092308	-0.05169106	
4.3388	-0.0506644	-0.0506346	-0.05092315	-0.05169118	
4.339	-0.0506636	-0.05063465	-0.05092322	-0.0516913	
4.3392	-0.0506628	-0.0506347	-0.0509233	-0.05169143	
4.3394	-0.050662	-0.05063476	-0.05092337	-0.05169155	
4.3396	-0.0506612	-0.05063481	-0.05092344	-0.05169167	
4.3398	-0.0506604	-0.05063486	-0.05092352	-0.0516918	
4.34	-0.0506596	-0.05063491	-0.05092359	-0.05169192	
4.3402	-0.0506588	-0.05063497	-0.05092366	-0.05169204	
4.3404	-0.050658	-0.05063502	-0.05092373	-0.05169217	
4.3406	-0.0506572	-0.05063507	-0.05092381	-0.05169229	
4.3408	-0.0506564	-0.05063512	-0.05092388	-0.05169241	
4.341	-0.0506556	-0.05063517	-0.05092395	-0.05169253	
4.3412	-0.0506548	-0.05063523	-0.05092403	-0.05169266	
4.3414	-0.050654	-0.05063528	-0.0509241	-0.05169278	
4.3416	-0.0506532	-0.05063533	-0.05092417	-0.0516929	
4.3418	-0.0506524	-0.05063538	-0.05092425	-0.05169303	
4.342	-0.0506516	-0.05063543	-0.05092432	-0.05169315	
4.3422	-0.0506508	-0.05063549	-0.05092439	-0.05169327	
4.3424	-0.05065	-0.05063554	-0.05092447	-0.05169339	
4.3426	-0.0506492	-0.05063559	-0.05092454	-0.05169352	
4.3428	-0.0506484	-0.05063564	-0.05092461	-0.05169364	
4.343	-0.0506476	-0.0506357	-0.05092469	-0.05169376	
4.3432	-0.0506468	-0.05063575	-0.05092476	-0.05169389	
4.3434	-0.050646	-0.0506358	-0.05092483	-0.05169401	
4.3436	-0.0506452	-0.05063585	-0.05092491	-0.05169413	
4.3438	-0.0506444	-0.0506359	-0.05092498	-0.05169426	
4.344	-0.0506436	-0.05063596	-0.05092505	-0.05169438	
4.3442	-0.0506428	-0.05063601	-0.05092513	-0.0516945	
4.3444	-0.050642	-0.05063606	-0.0509252	-0.05169462	
4.3446	-0.0506412	-0.05063611	-0.05092527	-0.05169475	
4.3448	-0.0506404	-0.05063616	-0.05092535	-0.05169487	
4.345	-0.0506396	-0.05063621	-0.05092542	-0.05169499	
4.3452	-0.0506388	-0.05063627	-0.05092549	-0.05169512	
4.3454	-0.050638	-0.05063632	-0.05092557	-0.05169524	
4.3456	-0.0506372	-0.05063637	-0.05092564	-0.05169536	
4.3458	-0.0506364	-0.05063642	-0.05092572	-0.05169548	
4.346	-0.0506356	-0.05063647	-0.05092579	-0.05169561	
4.3462	-0.0506348	-0.05063653	-0.05092586	-0.05169573	
4.3464	-0.050634	-0.05063658	-0.05092594	-0.05169585	
4.3466	-0.0506332	-0.05063663	-0.05092601	-0.05169598	
4.3468	-0.0506324	-0.05063668	-0.05092608	-0.0516961	
4.347	-0.0506316	-0.05063673	-0.05092616	-0.05169622	
4.3472	-0.0506308	-0.05063679	-0.05092623	-0.05169635	
4.3474	-0.05063	-0.05063684	-0.0509263	-0.05169647	
4.3476	-0.0506292	-0.05063689	-0.05092638	-0.05169659	
4.3478	-0.0506284	-0.05063694	-0.05092645	-0.05169671	
4.348	-0.0506276	-0.050637	-0.05092652	-0.05169684	
4.3482	-0.0506268	-0.05063705	-0.0509266	-0.05169696	
4.3484	-0.050626	-0.0506371	-0.05092667	-0.05169708	
4.3486	-0.0506252	-0.05063715	-0.05092674	-0.05169721	
4.3488	-0.0506244	-0.0506372	-0.05092682	-0.05169733	
4.349	-0.0506236	-0.05063726	-0.05092689	-0.05169745	
4.3492	-0.0506228	-0.05063731	-0.05092696	-0.05169757	
4.3494	-0.050622	-0.05063736	-0.05092704	-0.0516977	
4.3496	-0.0506212	-0.05063741	-0.05092711	-0.05169782	
4.3498	-0.0506204	-0.05063746	-0.05092718	-0.05169794	
4.35	-0.0506196	-0.05063752	-0.05092726	-0.05169807	
4.3502	-0.0506188	-0.05063757	-0.05092733	-0.05169819	
4.3504	-0.050618	-0.05063762	-0.0509274	-0.05169831	
4.3506	-0.0506172	-0.05063767	-0.05092748	-0.05169844	
4.3508	-0.0506164	-0.05063772	-0.05092755	-0.05169855	
4.351	-0.0506156	-0.05063777	-0.05092762	-0.05169868	
4.3512	-0.0506148	-0.05063783	-0.05092769	-0.0516988	
4.3514	-0.050614	-0.05063788	-0.05092777	-0.05169892	
4.3516	-0.0506132	-0.05063793	-0.05092784	-0.05169905	
4.3518	-0.0506124	-0.05063798	-0.05092791	-0.05169917	
4.352	-0.0506116	-0.05063803	-0.05092799	-0.05169929	
4.3522	-0.0506108	-0.05063809	-0.05092806	-0.05169941	
4.3524	-0.05061	-0.05063814	-0.05092813	-0.05169954	
4.3526	-0.0506092	-0.05063819	-0.05092821	-0.05169966	
4.3528	-0.0506084	-0.05063824	-0.05092828	-0.05169978	
4.353	-0.0506076	-0.0506383	-0.05092835	-0.05169991	
4.3532	-0.0506068	-0.05063835	-0.05092843	-0.05170003	
4.3534	-0.050606	-0.0506384	-0.0509285	-0.05170015	
4.3536	-0.0506052	-0.05063845	-0.05092857	-0.05170028	
4.3538	-0.0506044	-0.0506385	-0.05092865	-0.0517004	
4.354	-0.0506036	-0.05063856	-0.05092872	-0.05170052	
4.3542	-0.0506028	-0.05063861	-0.05092879	-0.05170064	
4.3544	-0.050602	-0.05063866	-0.05092887	-0.05170077	
4.3546	-0.0506012	-0.05063871	-0.05092894	-0.05170089	
4.3548	-0.0506004	-0.05063877	-0.05092901	-0.05170101	
4.355	-0.0505996	-0.05063882	-0.05092909	-0.05170113	
4.3552	-0.0505988	-0.05063887	-0.05092916	-0.05170126	
4.3554	-0.050598	-0.05063892	-0.05092923	-0.05170138	
4.3556	-0.0505972	-0.05063897	-0.05092931	-0.0517015	
4.3558	-0.0505964	-0.05063902	-0.05092938	-0.05170162	
4.356	-0.0505956	-0.05063907	-0.05092945	-0.05170175	
4.3562	-0.0505948	-0.05063913	-0.05092953	-0.05170187	
4.3564	-0.050594	-0.05063918	-0.0509296	-0.05170199	
4.3566	-0.0505932	-0.05063923	-0.05092967	-0.05170212	
4.3568	-0.0505924	-0.05063928	-0.05092975	-0.05170224	
4.357	-0.0505916	-0.05063934	-0.05092982	-0.05170236	
4.3572	-0.0505908	-0.05063939	-0.05092989	-0.05170248	
4.3574	-0.05059	-0.05063944	-0.05092997	-0.0517026	
4.3576	-0.0505892	-0.05063949	-0.05093004	-0.05170273	
4.3578	-0.0505884	-0.05063954	-0.05093011	-0.05170285	
4.358	-0.0505876	-0.0506396	-0.05093019	-0.05170297	
4.3582	-0.0505868	-0.05063965	-0.05093026	-0.0517031	
4.3584	-0.050586	-0.0506397	-0.05093033	-0.05170322	
4.3586	-0.0505852	-0.05063975	-0.05093041	-0.05170334	
4.3588	-0.0505844	-0.0506398	-0.05093048	-0.05170346	
4.359	-0.0505836	-0.05063986	-0.05093055	-0.05170359	
4.3592	-0.0505828	-0.05063991	-0.05093063	-0.05170371	
4.3594	-0.050582	-0.05063996	-0.0509307	-0.05170383	
4.3596	-0.0505812	-0.05064001	-0.05093077	-0.05170396	
4.3598	-0.0505804	-0.05064006	-0.05093085	-0.05170408	
4.36	-0.0505796	-0.05064011	-0.05093092	-0.0517042	
4.3602	-0.0505788	-0.05064017	-0.05093099	-0.05170432	
4.3604	-0.050578	-0.05064022	-0.05093107	-0.05170444	
4.3606	-0.0505772	-0.05064027	-0.05093114	-0.05170457	
4.3608	-0.0505764	-0.05064032	-0.05093121	-0.05170469	
4.361	-0.0505756	-0.05064037	-0.05093129	-0.05170481	
4.3612	-0.0505748	-0.05064043	-0.05093136	-0.05170494	
4.3614	-0.050574	-0.05064048	-0.05093143	-0.05170506	
4.3616	-0.0505732	-0.05064053	-0.05093151	-0.05170518	
4.3618	-0.0505724	-0.05064058	-0.05093158	-0.0517053	
4.362	-0.0505716	-0.05064064	-0.05093165	-0.05170542	
4.3622	-0.0505708	-0.05064069	-0.05093173	-0.05170555	
4.3624	-0.05057	-0.05064074	-0.0509318	-0.05170567	
4.3626	-0.0505692	-0.05064079	-0.05093187	-0.05170579	
4.3628	-0.0505684	-0.05064084	-0.05093195	-0.05170592	
4.363	-0.0505676	-0.0506409	-0.05093202	-0.05170604	
4.3632	-0.0505668	-0.05064095	-0.05093209	-0.05170616	
4.3634	-0.050566	-0.050641	-0.05093216	-0.05170628	
4.3636	-0.0505652	-0.05064105	-0.05093224	-0.05170641	
4.3638	-0.0505644	-0.0506411	-0.05093231	-0.05170653	
4.364	-0.0505636	-0.05064115	-0.05093238	-0.05170665	
4.3642	-0.0505628	-0.05064121	-0.05093246	-0.05170677	
4.3644	-0.050562	-0.05064126	-0.05093253	-0.0517069	
4.3646	-0.0505612	-0.05064131	-0.0509326	-0.05170702	
4.3648	-0.0505604	-0.05064136	-0.05093268	-0.05170714	
4.365	-0.0505596	-0.05064141	-0.05093275	-0.05170726	
4.3652	-0.0505588	-0.05064147	-0.05093282	-0.05170739	
4.3654	-0.050558	-0.05064152	-0.0509329	-0.05170751	
4.3656	-0.0505572	-0.05064157	-0.05093297	-0.05170763	
4.3658	-0.0505564	-0.05064162	-0.05093304	-0.05170775	
4.366	-0.0505556	-0.05064167	-0.05093312	-0.05170787	
4.3662	-0.0505548	-0.05064173	-0.05093319	-0.051708	
4.3664	-0.050554	-0.05064178	-0.05093326	-0.05170812	
4.3666	-0.0505532	-0.05064183	-0.05093333	-0.05170824	
4.3668	-0.0505524	-0.05064188	-0.05093341	-0.05170837	
4.367	-0.0505516	-0.05064194	-0.05093348	-0.05170849	
4.3672	-0.0505508	-0.05064199	-0.05093355	-0.05170861	
4.3674	-0.05055	-0.05064204	-0.05093363	-0.05170873	
4.3676	-0.0505492	-0.05064209	-0.0509337	-0.05170885	
4.3678	-0.0505484	-0.05064214	-0.05093377	-0.05170898	
4.368	-0.0505476	-0.05064219	-0.05093385	-0.0517091	
4.3682	-0.0505468	-0.05064224	-0.05093392	-0.05170922	
4.3684	-0.050546	-0.0506423	-0.05093399	-0.05170935	
4.3686	-0.0505452	-0.05064235	-0.05093407	-0.05170947	
4.3688	-0.0505444	-0.0506424	-0.05093414	-0.05170959	
4.369	-0.0505436	-0.05064245	-0.05093421	-0.05170971	
4.3692	-0.0505428	-0.05064251	-0.05093428	-0.05170983	
4.3694	-0.050542	-0.05064256	-0.05093436	-0.05170996	
4.3696	-0.0505412	-0.05064261	-0.05093443	-0.05171008	
4.3698	-0.0505404	-0.05064266	-0.0509345	-0.0517102	
4.37	-0.0505396	-0.05064271	-0.05093458	-0.05171033	
4.3702	-0.0505388	-0.05064277	-0.05093465	-0.05171045	
4.3704	-0.050538	-0.05064282	-0.05093472	-0.05171057	
4.3706	-0.0505372	-0.05064287	-0.0509348	-0.05171069	
4.3708	-0.0505364	-0.05064292	-0.05093487	-0.05171081	
4.371	-0.0505356	-0.05064297	-0.05093494	-0.05171094	
4.3712	-0.0505348	-0.05064303	-0.05093502	-0.05171106	
4.3714	-0.050534	-0.05064308	-0.05093509	-0.05171118	
4.3716	-0.0505332	-0.05064313	-0.05093516	-0.05171131	
4.3718	-0.0505324	-0.05064318	-0.05093524	-0.05171143	
4.372	-0.0505316	-0.05064323	-0.05093531	-0.05171155	
4.3722	-0.0505308	-0.05064328	-0.05093538	-0.05171167	
4.3724	-0.05053	-0.05064334	-0.05093546	-0.05171179	
4.3726	-0.0505292	-0.05064339	-0.05093553	-0.05171192	
4.3728	-0.0505284	-0.05064344	-0.0509356	-0.05171204	
4.373	-0.0505276	-0.05064349	-0.05093568	-0.05171216	
4.3732	-0.0505268	-0.05064354	-0.05093575	-0.05171228	
4.3734	-0.050526	-0.0506436	-0.05093582	-0.0517124	
4.3736	-0.0505252	-0.05064365	-0.0509359	-0.05171253	
4.3738	-0.0505244	-0.0506437	-0.05093597	-0.05171265	
4.374	-0.0505236	-0.05064375	-0.05093604	-0.05171277	
4.3742	-0.0505228	-0.05064381	-0.05093611	-0.0517129	
4.3744	-0.050522	-0.05064386	-0.05093619	-0.05171302	
4.3746	-0.0505212	-0.05064391	-0.05093626	-0.05171314	
